cod_provin,provincia,cod_canton,canton,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13
1,San Jose,112,Acosta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,3,5,7,9,9,9,19,22,22,25,25,27
1,San Jose,110,Alajuelita,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,3,3,3,3,4,4,4,6,5,7,8,8,12,12,12,12,12,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,16,16,17,17,16,16,16,16,20,19,23,23,26,28,30,33,32,33,47,54,56,68,69,75,84,91,97,116,121,126,139,144,172,190,211,223,237,254,263,277,304,343,367,410,435,477
1,San Jose,106,Aserri,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,6,5,6,7,8,9,9,10,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,19,19,19,19,19,20,20,20,20,20,20,20,20,20,21,21,22,22,24,24,24,24,24,24,24,24,28,28,28,28,28,28,29,29,29,29,29,29,29,29,30,30,30,31,31,32,32,35,37,38,39,43,51,53,58,64,81,81,82,91,95,98,99,101
1,San Jose,118,Curridabat,0,0,1,2,3,5,5,5,5,5,5,5,7,8,8,10,11,12,14,14,14,14,14,15,15,20,20,20,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,26,27,28,28,29,29,29,29,29,29,29,31,33,34,34,34,35,35,38,40,42,42,49,52,57,66,70,76,93,100,103,109,134,140,144,149,157
1,San Jose,103,Desamparados,4,4,4,4,4,5,4,4,5,5,7,8,12,11,13,13,15,17,18,19,21,21,23,23,27,30,31,34,37,38,39,39,42,44,44,44,44,46,46,47,47,44,45,46,46,46,46,46,46,46,46,46,47,47,48,48,48,48,48,48,48,49,48,48,48,48,48,48,48,48,47,46,46,46,46,46,46,46,46,47,53,54,55,53,53,53,53,55,56,57,57,57,57,58,61,65,77,84,92,95,102,125,138,144,159,164,188,204,251,262,283,308,323,336,363,393,470,497,515,543,576
1,San Jose,117,Dota,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,San Jose,102,Escazu,4,5,5,6,9,11,11,11,11,13,13,13,14,16,17,18,19,18,18,18,18,19,19,19,19,22,23,24,27,27,27,27,27,27,27,27,27,27,29,29,29,29,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,32,32,34,42,42,42,43,43,43,45,46,46,48,52,56,56,61,62,62,65,65,73,77,92,98,100,111,113,120,135,140,145,148,163
1,San Jose,108,Goicoechea,0,0,0,1,1,1,0,0,7,7,8,8,9,10,10,10,11,10,11,10,11,11,11,12,13,14,16,16,17,17,18,18,18,18,19,19,19,19,19,20,20,21,21,21,22,22,23,24,24,24,26,27,30,30,30,30,30,30,30,30,30,31,31,32,32,32,32,32,33,33,34,36,37,37,38,38,38,38,38,39,39,39,39,41,43,43,46,47,48,50,50,51,53,54,54,57,58,58,58,61,61,62,66,71,72,76,85,87,101,112,121,126,133,146,160,167,192,200,205,211,225
1,San Jose,120,Leon Cortes Castro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1
1,San Jose,115,Montes de Oca,0,0,0,0,0,2,3,3,3,3,5,5,5,8,8,8,8,9,9,9,9,9,11,12,14,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,19,19,19,20,20,19,19,19,19,19,19,19,19,19,19,19,20,21,22,22,25,27,29,34,43,46,46,50,52,52,55,61,64,69,72,76
1,San Jose,107,Mora,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,11,11,11,12,12,12,12,13,13,13,14,14,14,14,14,14,16,16,16,16,18,19,19,21,27,27,29,28,31,34,40,43,44,44,44
1,San Jose,114,Moravia,0,0,0,1,1,3,4,5,6,6,6,6,7,8,8,8,8,9,10,10,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,15,16,15,16,18,18,18,18,18,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,18,19,20,21,20,20,20,21,21,23,28,29,32,39,40,43,44,47,50,52,58,66,68,69,75,82
1,San Jose,119,Perez Zeledon,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,9,9,9,9,11,11,12,12,12,14,15,17,17,17,18
1,San Jose,104,Puriscal,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,6,8,8,8,8,9,10,10,12,13,17,18,18,23
1,San Jose,101,San Jose,3,4,6,10,14,13,12,17,17,18,21,23,26,29,32,33,36,42,44,46,51,53,59,62,62,67,68,72,74,75,77,82,84,86,87,87,87,89,95,95,95,96,96,97,97,100,99,100,100,100,100,100,100,101,102,102,102,102,104,108,110,114,121,123,124,129,130,132,133,133,137,140,140,142,143,145,145,146,148,157,159,158,160,163,163,163,163,168,178,181,187,188,191,191,195,199,204,217,232,239,269,291,315,348,377,415,443,478,543,614,654,728,863,918,984,1053,1251,1356,1459,1569,1702
1,San Jose,109,Santa Ana,2,2,3,3,3,6,7,11,14,13,14,16,16,16,19,19,22,24,25,26,26,28,28,28,28,29,29,30,31,35,35,35,35,36,38,39,39,40,40,40,40,40,40,40,41,42,42,42,42,42,42,42,42,42,42,42,42,43,43,43,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,45,45,45,45,46,46,46,47,47,47,47,47,49,52,53,53,52,53,54,57,62,63,63,66,68,77,81,85,89,98,103,107,109,126,135,139,147
1,San Jose,105,Tarrazu,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
1,San Jose,113,Tib‡s,1,1,1,1,1,1,2,3,5,6,10,12,11,11,12,12,12,13,12,15,15,16,16,17,17,21,21,21,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,22,22,22,24,25,25,25,25,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,25,25,25,26,27,27,27,29,29,30,30,32,33,33,35,42,43,45,48,53,56,61,71,79,88,102,115,127,142,149,155,180
1,San Jose,116,Turrubares,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,9
1,San Jose,111,V‡zquez de Coronado,0,0,0,0,0,1,2,2,2,2,2,2,2,2,2,3,3,3,4,5,5,5,5,5,6,7,6,6,6,9,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,11,11,12,12,11,11,11,13,13,14,14,14,15,14,15,15,15,15,16,16,16,17,18,18,18,19,21,23,23,23,25,26,31,32,35,37,37,39,41,43,46,48,49,51,60,69,81,86,89,96,100
2,Alajuela,201,Alajuela,9,12,13,15,18,22,25,26,28,35,36,45,46,53,55,55,58,61,61,62,65,66,66,67,67,69,70,71,71,71,72,73,73,74,74,74,74,75,75,75,75,77,77,77,81,81,81,82,82,82,82,82,82,82,82,82,82,82,82,82,82,83,83,84,84,84,85,85,85,86,86,86,86,86,87,87,88,88,88,89,90,92,100,100,101,101,104,107,110,111,111,112,113,115,115,115,124,129,131,135,138,141,162,170,180,183,193,201,219,239,261,278,310,316,335,357,402,429,467,495,507
2,Alajuela,205,Atenas,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,9,9,9,9,9,9,9,10,11,12,12,12,12,12,13,13,13,13,13,15,17,18,21,22,24
2,Alajuela,203,Grecia,2,2,3,3,3,5,5,5,5,7,7,9,11,13,13,13,13,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,18,18,18,18,19,19,19,19,19,19,20,20,20,20,20,20,20,20,20,21,22,22,25,25,24,25,24,28,29,30,30,32,32,32,34,36,40,41,42,45,46
2,Alajuela,215,Guatuso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,4,4,8,9,16,16,18,22,42,51,52,61,61,62,71,71,74,74,83,83,85,85,85,92,92,93,93
2,Alajuela,214,Los Chiles,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,3,4,9,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,15,44,54,54,55,55,55,55,66,72,75,76,76,77,91,98,98,99,100,103,103,107,109,112,115,115,125,125
2,Alajuela,206,Naranjo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,9,9,9,9,9,9,9,9,9,9,10,10,10,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,16,16,16,18,20,20,25,25,25,25,27,29,30,33,35,36,37
2,Alajuela,209,Orotina,0,0,0,0,0,0,0,0,0,0,1,1,3,3,4,5,5,5,5,5,5,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,11,11,11,11,11,13,13,13,14,14,13
2,Alajuela,207,Palmares,0,0,0,0,0,0,0,0,1,1,1,1,1,5,6,5,6,6,7,7,8,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,13,13,13,14,14,14,16,18,18,27,28,32,36,37,37,39,40,42,46,49
2,Alajuela,208,Po‡s,1,1,1,2,4,4,5,5,5,5,5,5,6,6,6,6,6,6,6,6,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,9,9,9,9,9,9,9,9,11,12,13,14,14,14,14,14,15,15,16,16,16,16,16,16,16,18,18,18,18,19,19,21,22,24,26,26
2,Alajuela,216,Rio Cuarto,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,Alajuela,210,San Carlos,0,0,0,0,0,2,2,2,3,5,5,6,8,8,8,10,8,9,11,10,11,16,17,19,22,24,28,28,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,31,29,29,29,30,30,30,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,32,33,33,35,36,41,44,44,51,55,59,68,71,74,101,108,115,147,152,157,164,185,188,196,201,206,205,207,225,232,235,245,247,253,255,256,260,259,259,263,276,286,289,289,298,300,307,310,313,319,322
2,Alajuela,204,San Mateo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,3,3,3
2,Alajuela,202,San Ramon,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,4,4,6,7,7,7,8,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,14,14,14,14,14,14,15,16,16,16,16,17,17,17,17,17,17,17,18,18,18,18,19,19,27,31,33,43,43,43,43,48,52,54,56,61,61,61,72,101,115,119,121,122,122,122,122,123,124,124,125,126,127,127,129,128,130,131,133,135,135,147,152,157,160,163,166,169,170,178,179,183
2,Alajuela,212,Sarchi,0,0,0,0,0,0,0,0,0,0,0,2,3,4,4,4,3,3,3,4,4,4,4,4,4,4,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,13,13,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,92,9,9,9,10,11,13,15,15
2,Alajuela,213,Upala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,9,10,10,16,23,25,28,29,42,45,47,46,46,46,50,54,55,59,60,58,59,62,76,76,78,78,85,86,87,89,91,9,109,108,108,111,113,113,114,115
2,Alajuela,211,Zarcero,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,4,5,7,7,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,12,12,12,12,12,12,12,12,12,12,12
3,Cartago,306,Alvarado,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2
3,Cartago,301,Cartago,0,0,1,3,4,4,4,4,4,4,4,5,5,5,5,5,5,6,6,8,7,7,8,9,11,12,12,13,12,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,18,19,19,19,19,19,19,19,19,20,20,20,20,20,20,21,22,22,23,22,22,22,22,22,24,24,24,25,25,27,30,30,32,34,34,35,35,39,41,45,46,49,49,56,61,66,70,72,74
3,Cartago,308,El Guarco,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,10,10,10,11,12,13,13,15,15,16,17,17,17,18,22,22,22,23,24
3,Cartago,304,Jimenez,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,4,5,5,5,5,5,6,6,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
3,Cartago,303,La Union,1,1,1,2,2,2,5,5,6,6,6,6,6,7,7,8,9,9,10,10,10,10,10,10,10,11,12,12,15,14,14,14,17,16,16,16,16,16,16,17,17,21,21,21,21,21,22,22,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,25,25,25,25,26,26,26,26,26,26,26,26,27,27,27,27,28,28,28,28,31,31,31,31,32,32,33,36,38,39,42,44,44,47,47,48,48,50,53,62,67,73,82,85,87,91,95,99,105,129,135,138,142,150
3,Cartago,307,Oreamuno,0,0,0,0,0,0,0,0,0,0,0,2,3,3,3,3,3,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,11,11,12,12,12,12,13,13,13,13,13,14,14,15,16,16,16,18,19,19,19,20,20,20,21,31
3,Cartago,302,Paraiso,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,4,4,4,4,4,4,5,6,6,6,6,6,6,6,6,6,7,8,8,8,8,9,9,10,10,10,10,12,13,13,14,14
3,Cartago,305,Turrialba,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,5,5,7,5,5,5,6,8
4,Heredia,402,Barva,1,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,3,3,6,6,6,6,6,6,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,11,12,13,13,13,13,13,13,15,15,15,15,15,15,16,17,22,24,27,27,31,33,34,34,34,36,38,38,39,43,45,48,52,55
4,Heredia,407,Belen,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,7,7,7,7,10,10,13,13,13,13,14,14,15,14,16,17,17,19,21,21,24,29,29,29,30,31,32,35,41,43,43,43,43,50,50,53,55,56
4,Heredia,408,Flores,0,0,0,2,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,3,4,5,5,5,5,5,5,6,7,8,10,10,11,11,12,12,15,17,17,19,20,24,24,25,26,29
4,Heredia,401,Heredia,1,1,1,1,4,4,4,4,6,7,9,9,9,9,9,9,11,13,15,15,15,16,16,16,16,16,16,16,16,16,16,16,16,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,19,19,31,31,31,31,31,31,31,31,35,43,43,44,44,44,44,45,45,44,44,44,44,44,44,44,44,45,45,47,48,49,52,56,59,59,59,59,67,72,78,79,81,86,94,94,99,104,108,115,118,122,131,138,144,153,159,165,176,184,205,214,237,242,253,263,280,307,323,347,375,400
4,Heredia,406,San Isidro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,5,5,5,7,8,10,12,13,15,15,15,17,20,25,27,33,36,39
